# Created by Octave 4.2.2, Tue Nov 12 21:02:55 2019 CET <oem@lucamachine>
# name: coord
# type: matrix
# rows: 10201
# columns: 2
 241 293 292 2888 5628 5629
 241 242 293 5630 5629 2838
 242 294 293 2889 5630 5631
 242 243 294 5632 5631 2839
 243 295 294 2890 5632 5633
 243 244 295 5634 5633 2840
 244 296 295 2891 5634 5635
 244 245 296 5636 5635 2841
 245 297 296 2892 5636 5637
 245 246 297 5638 5637 2842
 246 298 297 2893 5638 5639
 246 247 298 5640 5639 2843
 247 299 298 2894 5640 5641
 247 248 299 5642 5641 2844
 248 300 299 2895 5642 5643
 248 249 300 5644 5643 2845
 249 301 300 2896 5644 5645
 249 250 301 5646 5645 2846
 250 302 301 2897 5646 5647
 250 251 302 5648 5647 2847
 251 303 302 2898 5648 5649
 251 252 303 5650 5649 2848
 252 304 303 2899 5650 5651
 252 253 304 5652 5651 2849
 253 305 304 2900 5652 5653
 253 254 305 5654 5653 2850
 254 306 305 2901 5654 5655
 254 255 306 5656 5655 2851
 256 308 307 2902 5657 5658
 256 257 308 5659 5658 2852
 257 309 308 2903 5659 5660
 257 258 309 5661 5660 2853
 258 310 309 2904 5661 5662
 258 259 310 5663 5662 2854
 259 311 310 2905 5663 5664
 259 260 311 5665 5664 2855
 260 312 311 2906 5665 5666
 260 261 312 5667 5666 2856
 261 313 312 2907 5667 5668
 261 262 313 5669 5668 2857
 262 314 313 2908 5669 5670
 262 263 314 5671 5670 2858
 263 315 314 2909 5671 5672
 263 264 315 5673 5672 2859
 264 316 315 2910 5673 5674
 264 265 316 5675 5674 2860
 265 317 316 2911 5675 5676
 265 266 317 5677 5676 2861
 266 318 317 2912 5677 5678
 266 267 318 5679 5678 2862
 267 319 318 2913 5679 5680
 267 268 319 5681 5680 2863
 268 320 319 2914 5681 5682
 268 269 320 5683 5682 2864
 269 321 320 2915 5683 5684
 269 270 321 5685 5684 2865
 270 322 321 2916 5685 5686
 270 271 322 5687 5686 2866
 271 323 322 2917 5687 5688
 271 272 323 5689 5688 2867
 272 324 323 2918 5689 5690
 272 273 324 5691 5690 2868
 273 325 324 2919 5691 5692
 273 274 325 5693 5692 2869
 274 326 325 2920 5693 5694
 274 275 326 5695 5694 2870
 275 327 326 2921 5695 5696
 275 276 327 5697 5696 2871
 276 328 327 2922 5697 5698
 276 277 328 5699 5698 2872
 277 329 328 2923 5699 5700
 277 278 329 5701 5700 2873
 278 330 329 2924 5701 5702
 278 279 330 5703 5702 2874
 279 331 330 2925 5703 5704
 279 280 331 5705 5704 2875
 280 332 331 2926 5705 5706
 280 281 332 5707 5706 2876
 281 333 332 2927 5707 5708
 281 282 333 5709 5708 2877
 282 334 333 2928 5709 5710
 282 283 334 5711 5710 2878
 283 335 334 2929 5711 5712
 283 284 335 5713 5712 2879
 284 336 335 2930 5713 5714
 284 285 336 5715 5714 2880
 285 337 336 2931 5715 5716
 285 286 337 5717 5716 2881
 286 338 337 2932 5717 5718
 286 287 338 5719 5718 2882
 287 339 338 2933 5719 5720
 287 288 339 5721 5720 2883
 288 340 339 2934 5721 5722
 288 289 340 5723 5722 2884
 289 341 340 2935 5723 5724
 289 290 341 5725 5724 2885
 290 342 341 2936 5725 5726
 290 291 342 5727 5726 2886
 291 343 342 2937 5727 5728
 291 292 343 5729 5728 2887
 292 344 343 2938 5729 5730
 292 293 344 5731 5730 2888
 293 345 344 2939 5731 5732
 293 294 345 5733 5732 2889
 294 346 345 2940 5733 5734
 294 295 346 5735 5734 2890
 295 347 346 2941 5735 5736
 295 296 347 5737 5736 2891
 296 348 347 2942 5737 5738
 296 297 348 5739 5738 2892
 297 349 348 2943 5739 5740
 297 298 349 5741 5740 2893
 298 350 349 2944 5741 5742
 298 299 350 5743 5742 2894
 299 351 350 2945 5743 5744
 299 300 351 5745 5744 2895
 300 352 351 2946 5745 5746
 300 301 352 5747 5746 2896
 301 353 352 2947 5747 5748
 301 302 353 5749 5748 2897
 302 354 353 2948 5749 5750
 302 303 354 5751 5750 2898
 303 355 354 2949 5751 5752
 303 304 355 5753 5752 2899
 304 356 355 2950 5753 5754
 304 305 356 5755 5754 2900
 305 357 356 2951 5755 5756
 305 306 357 5757 5756 2901
 307 359 358 2952 5758 5759
 307 308 359 5760 5759 2902
 308 360 359 2953 5760 5761
 308 309 360 5762 5761 2903
 309 361 360 2954 5762 5763
 309 310 361 5764 5763 2904
 310 362 361 2955 5764 5765
 310 311 362 5766 5765 2905
 311 363 362 2956 5766 5767
 311 312 363 5768 5767 2906
 312 364 363 2957 5768 5769
 312 313 364 5770 5769 2907
 313 365 364 2958 5770 5771
 313 314 365 5772 5771 2908
 314 366 365 2959 5772 5773
 314 315 366 5774 5773 2909
 315 367 366 2960 5774 5775
 315 316 367 5776 5775 2910
 316 368 367 2961 5776 5777
 316 317 368 5778 5777 2911
 317 369 368 2962 5778 5779
 317 318 369 5780 5779 2912
 318 370 369 2963 5780 5781
 318 319 370 5782 5781 2913
 319 371 370 2964 5782 5783
 319 320 371 5784 5783 2914
 320 372 371 2965 5784 5785
 320 321 372 5786 5785 2915
 321 373 372 2966 5786 5787
 321 322 373 5788 5787 2916
 322 374 373 2967 5788 5789
 322 323 374 5790 5789 2917
 323 375 374 2968 5790 5791
 323 324 375 5792 5791 2918
 324 376 375 2969 5792 5793
 324 325 376 5794 5793 2919
 325 377 376 2970 5794 5795
 325 326 377 5796 5795 2920
 326 378 377 2971 5796 5797
 326 327 378 5798 5797 2921
 327 379 378 2972 5798 5799
 327 328 379 5800 5799 2922
 328 380 379 2973 5800 5801
 328 329 380 5802 5801 2923
 329 381 380 2974 5802 5803
 329 330 381 5804 5803 2924
 330 382 381 2975 5804 5805
 330 331 382 5806 5805 2925
 331 383 382 2976 5806 5807
 331 332 383 5808 5807 2926
 332 384 383 2977 5808 5809
 332 333 384 5810 5809 2927
 333 385 384 2978 5810 5811
 333 334 385 5812 5811 2928
 334 386 385 2979 5812 5813
 334 335 386 5814 5813 2929
 335 387 386 2980 5814 5815
 335 336 387 5816 5815 2930
 336 388 387 2981 5816 5817
 336 337 388 5818 5817 2931
 337 389 388 2982 5818 5819
 337 338 389 5820 5819 2932
 338 390 389 2983 5820 5821
 338 339 390 5822 5821 2933
 339 391 390 2984 5822 5823
 339 340 391 5824 5823 2934
 340 392 391 2985 5824 5825
 340 341 392 5826 5825 2935
 341 393 392 2986 5826 5827
 341 342 393 5828 5827 2936
 342 394 393 2987 5828 5829
 342 343 394 5830 5829 2937
 343 395 394 2988 5830 5831
 343 344 395 5832 5831 2938
 344 396 395 2989 5832 5833
 344 345 396 5834 5833 2939
 345 397 396 2990 5834 5835
 345 346 397 5836 5835 2940
 346 398 397 2991 5836 5837
 346 347 398 5838 5837 2941
 347 399 398 2992 5838 5839
 347 348 399 5840 5839 2942
 348 400 399 2993 5840 5841
 348 349 400 5842 5841 2943
 349 401 400 2994 5842 5843
 349 350 401 5844 5843 2944
 350 402 401 2995 5844 5845
 350 351 402 5846 5845 2945
 351 403 402 2996 5846 5847
 351 352 403 5848 5847 2946
 352 404 403 2997 5848 5849
 352 353 404 5850 5849 2947
 353 405 404 2998 5850 5851
 353 354 405 5852 5851 2948
 354 406 405 2999 5852 5853
 354 355 406 5854 5853 2949
 355 407 406 3000 5854 5855
 355 356 407 5856 5855 2950
 356 408 407 3001 5856 5857
 356 357 408 5858 5857 2951
 358 410 409 3002 5859 5860
 358 359 410 5861 5860 2952
 359 411 410 3003 5861 5862
 359 360 411 5863 5862 2953
 360 412 411 3004 5863 5864
 360 361 412 5865 5864 2954
 361 413 412 3005 5865 5866
 361 362 413 5867 5866 2955
 362 414 413 3006 5867 5868
 362 363 414 5869 5868 2956
 363 415 414 3007 5869 5870
 363 364 415 5871 5870 2957
 364 416 415 3008 5871 5872
 364 365 416 5873 5872 2958
 365 417 416 3009 5873 5874
 365 366 417 5875 5874 2959
 366 418 417 3010 5875 5876
 366 367 418 5877 5876 2960
 367 419 418 3011 5877 5878
 367 368 419 5879 5878 2961
 368 420 419 3012 5879 5880
 368 369 420 5881 5880 2962
 369 421 420 3013 5881 5882
 369 370 421 5883 5882 2963
 370 422 421 3014 5883 5884
 370 371 422 5885 5884 2964
 371 423 422 3015 5885 5886
 371 372 423 5887 5886 2965
 372 424 423 3016 5887 5888
 372 373 424 5889 5888 2966
 373 425 424 3017 5889 5890
 373 374 425 5891 5890 2967
 374 426 425 3018 5891 5892
 374 375 426 5893 5892 2968
 375 427 426 3019 5893 5894
 375 376 427 5895 5894 2969
 376 428 427 3020 5895 5896
 376 377 428 5897 5896 2970
 377 429 428 3021 5897 5898
 377 378 429 5899 5898 2971
 378 430 429 3022 5899 5900
 378 379 430 5901 5900 2972
 379 431 430 3023 5901 5902
 379 380 431 5903 5902 2973
 380 432 431 3024 5903 5904
 380 381 432 5905 5904 2974
 381 433 432 3025 5905 5906
 381 382 433 5907 5906 2975
 382 434 433 3026 5907 5908
 382 383 434 5909 5908 2976
 383 435 434 3027 5909 5910
 383 384 435 5911 5910 2977
 384 436 435 3028 5911 5912
 384 385 436 5913 5912 2978
 385 437 436 3029 5913 5914
 385 386 437 5915 5914 2979
 386 438 437 3030 5915 5916
 386 387 438 5917 5916 2980
 387 439 438 3031 5917 5918
 387 388 439 5919 5918 2981
 388 440 439 3032 5919 5920
 388 389 440 5921 5920 2982
 389 441 440 3033 5921 5922
 389 390 441 5923 5922 2983
 390 442 441 3034 5923 5924
 390 391 442 5925 5924 2984
 391 443 442 3035 5925 5926
 391 392 443 5927 5926 2985
 392 444 443 3036 5927 5928
 392 393 444 5929 5928 2986
 393 445 444 3037 5929 5930
 393 394 445 5931 5930 2987
 394 446 445 3038 5931 5932
 394 395 446 5933 5932 2988
 395 447 446 3039 5933 5934
 395 396 447 5935 5934 2989
 396 448 447 3040 5935 5936
 396 397 448 5937 5936 2990
 397 449 448 3041 5937 5938
 397 398 449 5939 5938 2991
 398 450 449 3042 5939 5940
 398 399 450 5941 5940 2992
 399 451 450 3043 5941 5942
 399 400 451 5943 5942 2993
 400 452 451 3044 5943 5944
 400 401 452 5945 5944 2994
 401 453 452 3045 5945 5946
 401 402 453 5947 5946 2995
 402 454 453 3046 5947 5948
 402 403 454 5949 5948 2996
 403 455 454 3047 5949 5950
 403 404 455 5951 5950 2997
 404 456 455 3048 5951 5952
 404 405 456 5953 5952 2998
 405 457 456 3049 5953 5954
 405 406 457 5955 5954 2999
 406 458 457 3050 5955 5956
 406 407 458 5957 5956 3000
 407 459 458 3051 5957 5958
 407 408 459 5959 5958 3001
 409 461 460 3052 5960 5961
 409 410 461 5962 5961 3002
 410 462 461 3053 5962 5963
 410 411 462 5964 5963 3003
 411 463 462 3054 5964 5965
 411 412 463 5966 5965 3004
 412 464 463 3055 5966 5967
 412 413 464 5968 5967 3005
 413 465 464 3056 5968 5969
 413 414 465 5970 5969 3006
 414 466 465 3057 5970 5971
 414 415 466 5972 5971 3007
 415 467 466 3058 5972 5973
 415 416 467 5974 5973 3008
 416 468 467 3059 5974 5975
 416 417 468 5976 5975 3009
 417 469 468 3060 5976 5977
 417 418 469 5978 5977 3010
 418 470 469 3061 5978 5979
 418 419 470 5980 5979 3011
 419 471 470 3062 5980 5981
 419 420 471 5982 5981 3012
 420 472 471 3063 5982 5983
 420 421 472 5984 5983 3013
 421 473 472 3064 5984 5985
 421 422 473 5986 5985 3014
 422 474 473 3065 5986 5987
 422 423 474 5988 5987 3015
 423 475 474 3066 5988 5989
 423 424 475 5990 5989 3016
 424 476 475 3067 5990 5991
 424 425 476 5992 5991 3017
 425 477 476 3068 5992 5993
 425 426 477 5994 5993 3018
 426 478 477 3069 5994 5995
 426 427 478 5996 5995 3019
 427 479 478 3070 5996 5997
 427 428 479 5998 5997 3020
 428 480 479 3071 5998 5999
 428 429 480 6000 5999 3021
 429 481 480 3072 6000 6001
 429 430 481 6002 6001 3022
 430 482 481 3073 6002 6003
 430 431 482 6004 6003 3023
 431 483 482 3074 6004 6005
 431 432 483 6006 6005 3024
 432 484 483 3075 6006 6007
 432 433 484 6008 6007 3025
 433 485 484 3076 6008 6009
 433 434 485 6010 6009 3026
 434 486 485 3077 6010 6011
 434 435 486 6012 6011 3027
 435 487 486 3078 6012 6013
 435 436 487 6014 6013 3028
 436 488 487 3079 6014 6015
 436 437 488 6016 6015 3029
 437 489 488 3080 6016 6017
 437 438 489 6018 6017 3030
 438 490 489 3081 6018 6019
 438 439 490 6020 6019 3031
 439 491 490 3082 6020 6021
 439 440 491 6022 6021 3032
 440 492 491 3083 6022 6023
 440 441 492 6024 6023 3033
 441 493 492 3084 6024 6025
 441 442 493 6026 6025 3034
 442 494 493 3085 6026 6027
 442 443 494 6028 6027 3035
 443 495 494 3086 6028 6029
 443 444 495 6030 6029 3036
 444 496 495 3087 6030 6031
 444 445 496 6032 6031 3037
 445 497 496 3088 6032 6033
 445 446 497 6034 6033 3038
 446 498 497 3089 6034 6035
 446 447 498 6036 6035 3039
 447 499 498 3090 6036 6037
 447 448 499 6038 6037 3040
 448 500 499 3091 6038 6039
 448 449 500 6040 6039 3041
 449 501 500 3092 6040 6041
 449 450 501 6042 6041 3042
 450 502 501 3093 6042 6043
 450 451 502 6044 6043 3043
 451 503 502 3094 6044 6045
 451 452 503 6046 6045 3044
 452 504 503 3095 6046 6047
 452 453 504 6048 6047 3045
 453 505 504 3096 6048 6049
 453 454 505 6050 6049 3046
 454 506 505 3097 6050 6051
 454 455 506 6052 6051 3047
 455 507 506 3098 6052 6053
 455 456 507 6054 6053 3048
 456 508 507 3099 6054 6055
 456 457 508 6056 6055 3049
 457 509 508 3100 6056 6057
 457 458 509 6058 6057 3050
 458 510 509 3101 6058 6059
 458 459 510 6060 6059 3051
 460 512 511 3102 6061 6062
 460 461 512 6063 6062 3052
 461 513 512 3103 6063 6064
 461 462 513 6065 6064 3053
 462 514 513 3104 6065 6066
 462 463 514 6067 6066 3054
 463 515 514 3105 6067 6068
 463 464 515 6069 6068 3055
 464 516 515 3106 6069 6070
 464 465 516 6071 6070 3056
 465 517 516 3107 6071 6072
 465 466 517 6073 6072 3057
 466 518 517 3108 6073 6074
 466 467 518 6075 6074 3058
 467 519 518 3109 6075 6076
 467 468 519 6077 6076 3059
 468 520 519 3110 6077 6078
 468 469 520 6079 6078 3060
 469 521 520 3111 6079 6080
 469 470 521 6081 6080 3061
 470 522 521 3112 6081 6082
 470 471 522 6083 6082 3062
 471 523 522 3113 6083 6084
 471 472 523 6085 6084 3063
 472 524 523 3114 6085 6086
 472 473 524 6087 6086 3064
 473 525 524 3115 6087 6088
 473 474 525 6089 6088 3065
 474 526 525 3116 6089 6090
 474 475 526 6091 6090 3066
 475 527 526 3117 6091 6092
 475 476 527 6093 6092 3067
 476 528 527 3118 6093 6094
 476 477 528 6095 6094 3068
 477 529 528 3119 6095 6096
 477 478 529 6097 6096 3069
 478 530 529 3120 6097 6098
 478 479 530 6099 6098 3070
 479 531 530 3121 6099 6100
 479 480 531 6101 6100 3071
 480 532 531 3122 6101 6102
 480 481 532 6103 6102 3072
 481 533 532 3123 6103 6104
 481 482 533 6105 6104 3073
 482 534 533 3124 6105 6106
 482 483 534 6107 6106 3074
 483 535 534 3125 6107 6108
 483 484 535 6109 6108 3075
 484 536 535 3126 6109 6110
 484 485 536 6111 6110 3076
 485 537 536 3127 6111 6112
 485 486 537 6113 6112 3077
 486 538 537 3128 6113 6114
 486 487 538 6115 6114 3078
 487 539 538 3129 6115 6116
 487 488 539 6117 6116 3079
 488 540 539 3130 6117 6118
 488 489 540 6119 6118 3080
 489 541 540 3131 6119 6120
 489 490 541 6121 6120 3081
 490 542 541 3132 6121 6122
 490 491 542 6123 6122 3082
 491 543 542 3133 6123 6124
 491 492 543 6125 6124 3083
 492 544 543 3134 6125 6126
 492 493 544 6127 6126 3084
 493 545 544 3135 6127 6128
 493 494 545 6129 6128 3085
 494 546 545 3136 6129 6130
 494 495 546 6131 6130 3086
 495 547 546 3137 6131 6132
 495 496 547 6133 6132 3087
 496 548 547 3138 6133 6134
 496 497 548 6135 6134 3088
 497 549 548 3139 6135 6136
 497 498 549 6137 6136 3089
 498 550 549 3140 6137 6138
 498 499 550 6139 6138 3090
 499 551 550 3141 6139 6140
 499 500 551 6141 6140 3091
 500 552 551 3142 6141 6142
 500 501 552 6143 6142 3092
 501 553 552 3143 6143 6144
 501 502 553 6145 6144 3093
 502 554 553 3144 6145 6146
 502 503 554 6147 6146 3094
 503 555 554 3145 6147 6148
 503 504 555 6149 6148 3095
 504 556 555 3146 6149 6150
 504 505 556 6151 6150 3096
 505 557 556 3147 6151 6152
 505 506 557 6153 6152 3097
 506 558 557 3148 6153 6154
 506 507 558 6155 6154 3098
 507 559 558 3149 6155 6156
 507 508 559 6157 6156 3099
 508 560 559 3150 6157 6158
 508 509 560 6159 6158 3100
 509 561 560 3151 6159 6160
 509 510 561 6161 6160 3101
 511 563 562 3152 6162 6163
 511 512 563 6164 6163 3102
 512 564 563 3153 6164 6165
 512 513 564 6166 6165 3103
 513 565 564 3154 6166 6167
 513 514 565 6168 6167 3104
 514 566 565 3155 6168 6169
 514 515 566 6170 6169 3105
 515 567 566 3156 6170 6171
 515 516 567 6172 6171 3106
 516 568 567 3157 6172 6173
 516 517 568 6174 6173 3107
 517 569 568 3158 6174 6175
 517 518 569 6176 6175 3108
 518 570 569 3159 6176 6177
 518 519 570 6178 6177 3109
 519 571 570 3160 6178 6179
 519 520 571 6180 6179 3110
 520 572 571 3161 6180 6181
 520 521 572 6182 6181 3111
 521 573 572 3162 6182 6183
 521 522 573 6184 6183 3112
 522 574 573 3163 6184 6185
 522 523 574 6186 6185 3113
 523 575 574 3164 6186 6187
 523 524 575 6188 6187 3114
 524 576 575 3165 6188 6189
 524 525 576 6190 6189 3115
 525 577 576 3166 6190 6191
 525 526 577 6192 6191 3116
 526 578 577 3167 6192 6193
 526 527 578 6194 6193 3117
 527 579 578 3168 6194 6195
 527 528 579 6196 6195 3118
 528 580 579 3169 6196 6197
 528 529 580 6198 6197 3119
 529 581 580 3170 6198 6199
 529 530 581 6200 6199 3120
 530 582 581 3171 6200 6201
 530 531 582 6202 6201 3121
 531 583 582 3172 6202 6203
 531 532 583 6204 6203 3122
 532 584 583 3173 6204 6205
 532 533 584 6206 6205 3123
 533 585 584 3174 6206 6207
 533 534 585 6208 6207 3124
 534 586 585 3175 6208 6209
 534 535 586 6210 6209 3125
 535 587 586 3176 6210 6211
 535 536 587 6212 6211 3126
 536 588 587 3177 6212 6213
 536 537 588 6214 6213 3127
 537 589 588 3178 6214 6215
 537 538 589 6216 6215 3128
 538 590 589 3179 6216 6217
 538 539 590 6218 6217 3129
 539 591 590 3180 6218 6219
 539 540 591 6220 6219 3130
 540 592 591 3181 6220 6221
 540 541 592 6222 6221 3131
 541 593 592 3182 6222 6223
 541 542 593 6224 6223 3132
 542 594 593 3183 6224 6225
 542 543 594 6226 6225 3133
 543 595 594 3184 6226 6227
 543 544 595 6228 6227 3134
 544 596 595 3185 6228 6229
 544 545 596 6230 6229 3135
 545 597 596 3186 6230 6231
 545 546 597 6232 6231 3136
 546 598 597 3187 6232 6233
 546 547 598 6234 6233 3137
 547 599 598 3188 6234 6235
 547 548 599 6236 6235 3138
 548 600 599 3189 6236 6237
 548 549 600 6238 6237 3139
 549 601 600 3190 6238 6239
 549 550 601 6240 6239 3140
 550 602 601 3191 6240 6241
 550 551 602 6242 6241 3141
 551 603 602 3192 6242 6243
 551 552 603 6244 6243 3142
 552 604 603 3193 6244 6245
 552 553 604 6246 6245 3143
 553 605 604 3194 6246 6247
 553 554 605 6248 6247 3144
 554 606 605 3195 6248 6249
 554 555 606 6250 6249 3145
 555 607 606 3196 6250 6251
 555 556 607 6252 6251 3146
 556 608 607 3197 6252 6253
 556 557 608 6254 6253 3147
 557 609 608 3198 6254 6255
 557 558 609 6256 6255 3148
 558 610 609 3199 6256 6257
 558 559 610 6258 6257 3149
 559 611 610 3200 6258 6259
 559 560 611 6260 6259 3150
 560 612 611 3201 6260 6261
 560 561 612 6262 6261 3151
 562 614 613 3202 6263 6264
 562 563 614 6265 6264 3152
 563 615 614 3203 6265 6266
 563 564 615 6267 6266 3153
 564 616 615 3204 6267 6268
 564 565 616 6269 6268 3154
 565 617 616 3205 6269 6270
 565 566 617 6271 6270 3155
 566 618 617 3206 6271 6272
 566 567 618 6273 6272 3156
 567 619 618 3207 6273 6274
 567 568 619 6275 6274 3157
 568 620 619 3208 6275 6276
 568 569 620 6277 6276 3158
 569 621 620 3209 6277 6278
 569 570 621 6279 6278 3159
 570 622 621 3210 6279 6280
 570 571 622 6281 6280 3160
 571 623 622 3211 6281 6282
 571 572 623 6283 6282 3161
 572 624 623 3212 6283 6284
 572 573 624 6285 6284 3162
 573 625 624 3213 6285 6286
 573 574 625 6287 6286 3163
 574 626 625 3214 6287 6288
 574 575 626 6289 6288 3164
 575 627 626 3215 6289 6290
 575 576 627 6291 6290 3165
 576 628 627 3216 6291 6292
 576 577 628 6293 6292 3166
 577 629 628 3217 6293 6294
 577 578 629 6295 6294 3167
 578 630 629 3218 6295 6296
 578 579 630 6297 6296 3168
 579 631 630 3219 6297 6298
 579 580 631 6299 6298 3169
 580 632 631 3220 6299 6300
 580 581 632 6301 6300 3170
 581 633 632 3221 6301 6302
 581 582 633 6303 6302 3171
 582 634 633 3222 6303 6304
 582 583 634 6305 6304 3172
 583 635 634 3223 6305 6306
 583 584 635 6307 6306 3173
 584 636 635 3224 6307 6308
 584 585 636 6309 6308 3174
 585 637 636 3225 6309 6310
 585 586 637 6311 6310 3175
 586 638 637 3226 6311 6312
 586 587 638 6313 6312 3176
 587 639 638 3227 6313 6314
 587 588 639 6315 6314 3177
 588 640 639 3228 6315 6316
 588 589 640 6317 6316 3178
 589 641 640 3229 6317 6318
 589 590 641 6319 6318 3179
 590 642 641 3230 6319 6320
 590 591 642 6321 6320 3180
 591 643 642 3231 6321 6322
 591 592 643 6323 6322 3181
 592 644 643 3232 6323 6324
 592 593 644 6325 6324 3182
 593 645 644 3233 6325 6326
 593 594 645 6327 6326 3183
 594 646 645 3234 6327 6328
 594 595 646 6329 6328 3184
 595 647 646 3235 6329 6330
 595 596 647 6331 6330 3185
 596 648 647 3236 6331 6332
 596 597 648 6333 6332 3186
 597 649 648 3237 6333 6334
 597 598 649 6335 6334 3187
 598 650 649 3238 6335 6336
 598 599 650 6337 6336 3188
 599 651 650 3239 6337 6338
 599 600 651 6339 6338 3189
 600 652 651 3240 6339 6340
 600 601 652 6341 6340 3190
 601 653 652 3241 6341 6342
 601 602 653 6343 6342 3191
 602 654 653 3242 6343 6344
 602 603 654 6345 6344 3192
 603 655 654 3243 6345 6346
 603 604 655 6347 6346 3193
 604 656 655 3244 6347 6348
 604 605 656 6349 6348 3194
 605 657 656 3245 6349 6350
 605 606 657 6351 6350 3195
 606 658 657 3246 6351 6352
 606 607 658 6353 6352 3196
 607 659 658 3247 6353 6354
 607 608 659 6355 6354 3197
 608 660 659 3248 6355 6356
 608 609 660 6357 6356 3198
 609 661 660 3249 6357 6358
 609 610 661 6359 6358 3199
 610 662 661 3250 6359 6360
 610 611 662 6361 6360 3200
 611 663 662 3251 6361 6362
 611 612 663 6363 6362 3201
 613 665 664 3252 6364 6365
 613 614 665 6366 6365 3202
 614 666 665 3253 6366 6367
 614 615 666 6368 6367 3203
 615 667 666 3254 6368 6369
 615 616 667 6370 6369 3204
 616 668 667 3255 6370 6371
 616 617 668 6372 6371 3205
 617 669 668 3256 6372 6373
 617 618 669 6374 6373 3206
 618 670 669 3257 6374 6375
 618 619 670 6376 6375 3207
 619 671 670 3258 6376 6377
 619 620 671 6378 6377 3208
 620 672 671 3259 6378 6379
 620 621 672 6380 6379 3209
 621 673 672 3260 6380 6381
 621 622 673 6382 6381 3210
 622 674 673 3261 6382 6383
 622 623 674 6384 6383 3211
 623 675 674 3262 6384 6385
 623 624 675 6386 6385 3212
 624 676 675 3263 6386 6387
 624 625 676 6388 6387 3213
 625 677 676 3264 6388 6389
 625 626 677 6390 6389 3214
 626 678 677 3265 6390 6391
 626 627 678 6392 6391 3215
 627 679 678 3266 6392 6393
 627 628 679 6394 6393 3216
 628 680 679 3267 6394 6395
 628 629 680 6396 6395 3217
 629 681 680 3268 6396 6397
 629 630 681 6398 6397 3218
 630 682 681 3269 6398 6399
 630 631 682 6400 6399 3219
 631 683 682 3270 6400 6401
 631 632 683 6402 6401 3220
 632 684 683 3271 6402 6403
 632 633 684 6404 6403 3221
 633 685 684 3272 6404 6405
 633 634 685 6406 6405 3222
 634 686 685 3273 6406 6407
 634 635 686 6408 6407 3223
 635 687 686 3274 6408 6409
 635 636 687 6410 6409 3224
 636 688 687 3275 6410 6411
 636 637 688 6412 6411 3225
 637 689 688 3276 6412 6413
 637 638 689 6414 6413 3226
 638 690 689 3277 6414 6415
 638 639 690 6416 6415 3227
 639 691 690 3278 6416 6417
 639 640 691 6418 6417 3228
 640 692 691 3279 6418 6419
 640 641 692 6420 6419 3229
 641 693 692 3280 6420 6421
 641 642 693 6422 6421 3230
 642 694 693 3281 6422 6423
 642 643 694 6424 6423 3231
 643 695 694 3282 6424 6425
 643 644 695 6426 6425 3232
 644 696 695 3283 6426 6427
 644 645 696 6428 6427 3233
 645 697 696 3284 6428 6429
 645 646 697 6430 6429 3234
 646 698 697 3285 6430 6431
 646 647 698 6432 6431 3235
 647 699 698 3286 6432 6433
 647 648 699 6434 6433 3236
 648 700 699 3287 6434 6435
 648 649 700 6436 6435 3237
 649 701 700 3288 6436 6437
 649 650 701 6438 6437 3238
 650 702 701 3289 6438 6439
 650 651 702 6440 6439 3239
 651 703 702 3290 6440 6441
 651 652 703 6442 6441 3240
 652 704 703 3291 6442 6443
 652 653 704 6444 6443 3241
 653 705 704 3292 6444 6445
 653 654 705 6446 6445 3242
 654 706 705 3293 6446 6447
 654 655 706 6448 6447 3243
 655 707 706 3294 6448 6449
 655 656 707 6450 6449 3244
 656 708 707 3295 6450 6451
 656 657 708 6452 6451 3245
 657 709 708 3296 6452 6453
 657 658 709 6454 6453 3246
 658 710 709 3297 6454 6455
 658 659 710 6456 6455 3247
 659 711 710 3298 6456 6457
 659 660 711 6458 6457 3248
 660 712 711 3299 6458 6459
 660 661 712 6460 6459 3249
 661 713 712 3300 6460 6461
 661 662 713 6462 6461 3250
 662 714 713 3301 6462 6463
 662 663 714 6464 6463 3251
 664 716 715 3302 6465 6466
 664 665 716 6467 6466 3252
 665 717 716 3303 6467 6468
 665 666 717 6469 6468 3253
 666 718 717 3304 6469 6470
 666 667 718 6471 6470 3254
 667 719 718 3305 6471 6472
 667 668 719 6473 6472 3255
 668 720 719 3306 6473 6474
 668 669 720 6475 6474 3256
 669 721 720 3307 6475 6476
 669 670 721 6477 6476 3257
 670 722 721 3308 6477 6478
 670 671 722 6479 6478 3258
 671 723 722 3309 6479 6480
 671 672 723 6481 6480 3259
 672 724 723 3310 6481 6482
 672 673 724 6483 6482 3260
 673 725 724 3311 6483 6484
 673 674 725 6485 6484 3261
 674 726 725 3312 6485 6486
 674 675 726 6487 6486 3262
 675 727 726 3313 6487 6488
 675 676 727 6489 6488 3263
 676 728 727 3314 6489 6490
 676 677 728 6491 6490 3264
 677 729 728 3315 6491 6492
 677 678 729 6493 6492 3265
 678 730 729 3316 6493 6494
 678 679 730 6495 6494 3266
 679 731 730 3317 6495 6496
 679 680 731 6497 6496 3267
 680 732 731 3318 6497 6498
 680 681 732 6499 6498 3268
 681 733 732 3319 6499 6500
 681 682 733 6501 6500 3269
 682 734 733 3320 6501 6502
 682 683 734 6503 6502 3270
 683 735 734 3321 6503 6504
 683 684 735 6505 6504 3271
 684 736 735 3322 6505 6506
 684 685 736 6507 6506 3272
